frame_index,angry,happy,neutral,sad,surprise,disgust,fear
0.0,0.21535035967826843,0.2011084258556366,0.17511574923992157,0.12376552820205688,0.2846599519252777,0.0,0.0
1.0,0.14106574654579163,0.23443326354026794,0.13583244383335114,0.1718592643737793,0.3168093264102936,0.0,0.0
2.0,0.17785437405109406,0.22846661508083344,0.15038402378559113,0.16371242702007294,0.27958258986473083,0.0,0.0
3.0,0.21300923824310303,0.17718975245952606,0.1807151585817337,0.24990196526050568,0.17918388545513153,0.0,0.0
4.0,0.21787597239017487,0.2532356381416321,0.13591702282428741,0.15492422878742218,0.23804715275764465,0.0,0.0
5.0,0.24153386056423187,0.2567107379436493,0.1666492372751236,0.12836144864559174,0.20674476027488708,0.0,0.0
6.0,0.11077479273080826,0.21076494455337524,0.12615355849266052,0.16209164261817932,0.39021503925323486,0.0,0.0
7.0,0.20863120257854462,0.2329525351524353,0.13691939413547516,0.21089965105056763,0.2105972319841385,0.0,0.0
8.0,0.18137037754058838,0.16074790060520172,0.15787556767463684,0.1979396790266037,0.3020664155483246,0.0,0.0
9.0,0.2213784009218216,0.210508331656456,0.23431949317455292,0.15527552366256714,0.17851826548576355,0.0,0.0
10.0,0.24015960097312927,0.18570607900619507,0.18994437158107758,0.10677594691514969,0.2774139940738678,0.0,0.0
11.0,0.13734377920627594,0.2558285892009735,0.14286503195762634,0.12250663340091705,0.34145593643188477,0.0,0.0
12.0,0.16898798942565918,0.2136010080575943,0.17186646163463593,0.12912359833717346,0.31642091274261475,0.0,0.0
13.0,0.11297304928302765,0.15691368281841278,0.21945838630199432,0.14376571774482727,0.36688917875289917,0.0,0.0
14.0,0.19131678342819214,0.2058584988117218,0.19678053259849548,0.14615048468112946,0.2598937153816223,0.0,0.0
15.0,0.304579496383667,0.09104053676128387,0.15891484916210175,0.14150576293468475,0.30395933985710144,0.0,0.0
16.0,0.2619900703430176,0.19220511615276337,0.18429310619831085,0.16362930834293365,0.19788238406181335,0.0,0.0
17.0,0.16923534870147705,0.3094671964645386,0.1351664513349533,0.06989781558513641,0.31623324751853943,0.0,0.0
18.0,0.15980996191501617,0.2150125503540039,0.18203707039356232,0.15115396678447723,0.29198646545410156,0.0,0.0
19.0,0.2384231835603714,0.1447538137435913,0.17327021062374115,0.19999955594539642,0.2435532808303833,0.0,0.0
20.0,0.25411999225616455,0.3039246201515198,0.10789040476083755,0.11463017761707306,0.21943478286266327,0.0,0.0
21.0,0.20184122025966644,0.16336342692375183,0.234235480427742,0.2101747691631317,0.19038502871990204,0.0,0.0
22.0,0.18054047226905823,0.268541544675827,0.20084308087825775,0.16816741228103638,0.1819075495004654,0.0,0.0
23.0,0.1945062130689621,0.20722828805446625,0.19185365736484528,0.14902770519256592,0.25738415122032166,0.0,0.0
24.0,0.21117308735847473,0.21548932790756226,0.19297391176223755,0.2074824720621109,0.17288118600845337,0.0,0.0
25.0,0.21911674737930298,0.2701898217201233,0.1523275077342987,0.13587598502635956,0.22248992323875427,0.0,0.0
26.0,0.23679469525814056,0.2932903468608856,0.166823610663414,0.14190858602523804,0.16118276119232178,0.0,0.0
27.0,0.21868951618671417,0.15670938789844513,0.15859748423099518,0.13900230824947357,0.32700133323669434,0.0,0.0
28.0,0.3028615415096283,0.17911900579929352,0.18146388232707977,0.10798817127943039,0.22856740653514862,0.0,0.0
29.0,0.272386759519577,0.17772017419338226,0.15802273154258728,0.148176372051239,0.24369394779205322,0.0,0.0
30.0,0.19735068082809448,0.22750546038150787,0.14615315198898315,0.1093292236328125,0.3196614384651184,0.0,0.0
31.0,0.2790096402168274,0.2568069398403168,0.12192659825086594,0.11816918849945068,0.224087655544281,0.0,0.0
32.0,0.21856878697872162,0.251629114151001,0.17444054782390594,0.13096210360527039,0.22439944744110107,0.0,0.0
33.0,0.28554844856262207,0.29142001271247864,0.1869475543498993,0.08307237923145294,0.15301160514354706,0.0,0.0
34.0,0.21867474913597107,0.2274831384420395,0.21531732380390167,0.2045649290084839,0.1339598000049591,0.0,0.0
35.0,0.1813313066959381,0.20852428674697876,0.15797437727451324,0.16533724963665009,0.2868328392505646,0.0,0.0
36.0,0.23935088515281677,0.20963957905769348,0.20578083395957947,0.17560988664627075,0.16961881518363953,0.0,0.0
37.0,0.19707903265953064,0.22384177148342133,0.191924586892128,0.2155103236436844,0.17164431512355804,0.0,0.0
38.0,0.1824885606765747,0.2574204206466675,0.14221112430095673,0.21044030785560608,0.20743954181671143,0.0,0.0
39.0,0.16799858212471008,0.2433186024427414,0.14040984213352203,0.16203677654266357,0.2862362265586853,0.0,0.0
40.0,0.21226651966571808,0.19700109958648682,0.18499958515167236,0.15484122931957245,0.2508915662765503,0.0,0.0
41.0,0.2855605483055115,0.19200550019741058,0.1483495533466339,0.17060717940330505,0.20347720384597778,0.0,0.0
42.0,0.21109189093112946,0.17896993458271027,0.19444574415683746,0.16649426519870758,0.24899818003177643,0.0,0.0
43.0,0.23319488763809204,0.2192935347557068,0.13522619009017944,0.14669229090213776,0.2655930817127228,0.0,0.0
44.0,0.23573140799999237,0.2329380363225937,0.11369301378726959,0.19567272067070007,0.2219647914171219,0.0,0.0
45.0,0.2653052508831024,0.1772475242614746,0.15251588821411133,0.09936024993658066,0.3055711090564728,0.0,0.0
46.0,0.1977292150259018,0.2427833080291748,0.2294425368309021,0.14799675345420837,0.18204815685749054,0.0,0.0
47.0,0.21298125386238098,0.2464624047279358,0.15094321966171265,0.1777302324771881,0.21188294887542725,0.0,0.0
48.0,0.1805134266614914,0.2737550437450409,0.17123498022556305,0.13930775225162506,0.2351887971162796,0.0,0.0
49.0,0.25332528352737427,0.2370941936969757,0.14877170324325562,0.16762790083885193,0.1931808739900589,0.0,0.0
50.0,0.194186270236969,0.18496449291706085,0.1741771250963211,0.18010838329792023,0.2665637731552124,0.0,0.0
51.0,0.30397409200668335,0.19248634576797485,0.10625265538692474,0.11063102632761002,0.2866559326648712,0.0,0.0
52.0,0.2704494893550873,0.29148614406585693,0.11815303564071655,0.15509267151355743,0.1648186594247818,0.0,0.0
53.0,0.22213278710842133,0.22229942679405212,0.1805468648672104,0.145279660820961,0.22974126040935516,0.0,0.0
54.0,0.17800208926200867,0.2905248999595642,0.19330783188343048,0.13422109186649323,0.20394407212734222,0.0,0.0
55.0,0.23351676762104034,0.22787639498710632,0.17178763449192047,0.16914096474647522,0.19767823815345764,0.0,0.0
56.0,0.28102725744247437,0.30218634009361267,0.1219882145524025,0.13642427325248718,0.1583738923072815,0.0,0.0
57.0,0.20739249885082245,0.2312597781419754,0.18300145864486694,0.18786664307117462,0.19047962129116058,0.0,0.0
58.0,0.23151150345802307,0.2146298736333847,0.1484731286764145,0.16850073635578156,0.23688477277755737,0.0,0.0
59.0,0.17757382988929749,0.298831582069397,0.16521498560905457,0.11956578493118286,0.2388138324022293,0.0,0.0
60.0,0.16822493076324463,0.21134568750858307,0.1825912445783615,0.18820850551128387,0.2496296614408493,0.0,0.0
61.0,0.20472651720046997,0.21602307260036469,0.21506467461585999,0.19609059393405914,0.16809509694576263,0.0,0.0
62.0,0.1689775288105011,0.2791196405887604,0.15245793759822845,0.10894959419965744,0.29049527645111084,0.0,0.0
63.0,0.30671191215515137,0.2719099223613739,0.14938625693321228,0.11118171364068985,0.160810187458992,0.0,0.0
64.0,0.3398738503456116,0.2232007533311844,0.13894028961658478,0.09847185760736465,0.19951321184635162,0.0,0.0
65.0,0.20803025364875793,0.22575347125530243,0.16899347305297852,0.18161293864250183,0.2156098634004593,0.0,0.0
66.0,0.19097423553466797,0.2864242494106293,0.13230706751346588,0.17800840735435486,0.21228604018688202,0.0,0.0
67.0,0.28030550479888916,0.1855221688747406,0.3001864552497864,0.13031470775604248,0.10367118567228317,0.0,0.0
68.0,0.21066319942474365,0.29442599415779114,0.13861264288425446,0.15445685386657715,0.2018413096666336,0.0,0.0
69.0,0.1845395416021347,0.24690179526805878,0.20812682807445526,0.11095105856657028,0.24948082864284515,0.0,0.0
70.0,0.15627421438694,0.22579066455364227,0.1709548383951187,0.14878785610198975,0.29819244146347046,0.0,0.0
71.0,0.2964882254600525,0.20699083805084229,0.13163185119628906,0.17428162693977356,0.1906074732542038,0.0,0.0
72.0,0.18481020629405975,0.22052766382694244,0.16605807840824127,0.12632159888744354,0.3022823631763458,0.0,0.0
73.0,0.18168486654758453,0.20959113538265228,0.1544973999261856,0.14778585731983185,0.3064407408237457,0.0,0.0
74.0,0.2923555374145508,0.19308027625083923,0.1735551953315735,0.19791476428508759,0.14309421181678772,0.0,0.0
75.0,0.2436312884092331,0.2097211629152298,0.2023257166147232,0.17488396167755127,0.16943785548210144,0.0,0.0
76.0,0.34713834524154663,0.20550474524497986,0.15227383375167847,0.13739924132823944,0.157683864235878,0.0,0.0
77.0,0.22946785390377045,0.27468621730804443,0.13951925933361053,0.14244182407855988,0.21388481557369232,0.0,0.0
78.0,0.2986260652542114,0.22804464399814606,0.22659854590892792,0.11574918776750565,0.13098150491714478,0.0,0.0
79.0,0.3242292106151581,0.1807779222726822,0.12111260741949081,0.18795055150985718,0.18592970073223114,0.0,0.0
80.0,0.20519128441810608,0.2715122103691101,0.09978003799915314,0.10206092149019241,0.3214555084705353,0.0,0.0
81.0,0.20735211670398712,0.2309914231300354,0.1857893466949463,0.13069067895412445,0.2451764941215515,0.0,0.0
82.0,0.21479131281375885,0.24658016860485077,0.18959662318229675,0.1971900463104248,0.15184177458286285,0.0,0.0
83.0,0.3654628098011017,0.16868336498737335,0.1662527471780777,0.14662499725818634,0.15297608077526093,0.0,0.0
84.0,0.19489575922489166,0.1891397088766098,0.18084770441055298,0.1682007610797882,0.26691606640815735,0.0,0.0
85.0,0.1653336137533188,0.24695581197738647,0.1862914115190506,0.18073903024196625,0.22068017721176147,0.0,0.0
86.0,0.21715691685676575,0.27822744846343994,0.23778514564037323,0.10088023543357849,0.16595031321048737,0.0,0.0
87.0,0.32068508863449097,0.2037629783153534,0.15411284565925598,0.13484637439250946,0.1865926831960678,0.0,0.0
88.0,0.23626522719860077,0.22127443552017212,0.23355786502361298,0.11356321722269058,0.19533921778202057,0.0,0.0
89.0,0.31599265336990356,0.3139215409755707,0.15558330714702606,0.10524701327085495,0.10925544798374176,0.0,0.0
90.0,0.14217975735664368,0.2833006978034973,0.28156378865242004,0.0740061029791832,0.21894966065883636,0.0,0.0
91.0,0.25768381357192993,0.20943015813827515,0.1582566350698471,0.12108606100082397,0.25354334712028503,0.0,0.0
92.0,0.2208254486322403,0.2634044587612152,0.17669740319252014,0.18783757090568542,0.1512351632118225,0.0,0.0
93.0,0.1575908660888672,0.26185843348503113,0.18620412051677704,0.12918885052204132,0.2651577889919281,0.0,0.0
94.0,0.2179202139377594,0.18581007421016693,0.1987999528646469,0.07274924963712692,0.3247204124927521,0.0,0.0
95.0,0.21150901913642883,0.21395838260650635,0.2586607038974762,0.1377364993095398,0.17813539505004883,0.0,0.0
96.0,0.18262043595314026,0.2934551239013672,0.15868882834911346,0.12683767080307007,0.23839795589447021,0.0,0.0
97.0,0.24488773941993713,0.2396683245897293,0.21231916546821594,0.10688994079828262,0.196234792470932,0.0,0.0
98.0,0.20371222496032715,0.23072510957717896,0.25396695733070374,0.1373763233423233,0.17421936988830566,0.0,0.0
99.0,0.19032713770866394,0.2683446705341339,0.22849364578723907,0.1413748860359192,0.17145968973636627,0.0,0.0
100.0,0.23935586214065552,0.2416820228099823,0.22620819509029388,0.13396349549293518,0.1587904691696167,0.0,0.0
101.0,0.24341030418872833,0.27442651987075806,0.18876726925373077,0.14764130115509033,0.1457546055316925,0.0,0.0
102.0,0.11271493136882782,0.4110872149467468,0.17864616215229034,0.0961027592420578,0.2014489769935608,0.0,0.0
103.0,0.23805339634418488,0.19749227166175842,0.26343584060668945,0.1563495695590973,0.14466893672943115,0.0,0.0
104.0,0.26830437779426575,0.25027400255203247,0.17525970935821533,0.14219960570335388,0.16396233439445496,0.0,0.0
105.0,0.1775425374507904,0.3236345648765564,0.18288525938987732,0.12860389053821564,0.18733371794223785,0.0,0.0
106.0,0.21496731042861938,0.2461283653974533,0.1555292010307312,0.13866697251796722,0.24470804631710052,0.0,0.0
107.0,0.28829920291900635,0.18418535590171814,0.14814987778663635,0.1890908032655716,0.19027473032474518,0.0,0.0
108.0,0.2076607048511505,0.19943897426128387,0.18908408284187317,0.14264200627803802,0.2611742615699768,0.0,0.0
109.0,0.19123704731464386,0.33255594968795776,0.15414516627788544,0.15076954662799835,0.1712922304868698,0.0,0.0
110.0,0.21009433269500732,0.29602858424186707,0.21528267860412598,0.12648004293441772,0.1521143615245819,0.0,0.0
111.0,0.1799381524324417,0.287674218416214,0.21942199766635895,0.16089054942131042,0.15207511186599731,0.0,0.0
112.0,0.39019957184791565,0.27968454360961914,0.09366029500961304,0.09915709495544434,0.1372985541820526,0.0,0.0
113.0,0.2141105979681015,0.2625712454319,0.16020172834396362,0.12044817209243774,0.24266821146011353,0.0,0.0
114.0,0.3774358630180359,0.25847700238227844,0.09557533264160156,0.0712512731552124,0.19726057350635529,0.0,0.0
115.0,0.24507325887680054,0.17614972591400146,0.14210154116153717,0.14789937436580658,0.28877612948417664,0.0,0.0
116.0,0.2583122253417969,0.22350063920021057,0.14862336218357086,0.10988908261060715,0.25967472791671753,0.0,0.0
117.0,0.22495374083518982,0.17978200316429138,0.20256902277469635,0.20341916382312775,0.1892760992050171,0.0,0.0
118.0,0.21260948479175568,0.3043646812438965,0.1485583782196045,0.11235710978507996,0.22211040556430817,0.0,0.0
119.0,0.2805561125278473,0.20198670029640198,0.13990914821624756,0.14542002975940704,0.23212803900241852,0.0,0.0
120.0,0.24591219425201416,0.21361051499843597,0.19260911643505096,0.11989777535200119,0.22797046601772308,0.0,0.0
121.0,0.21446123719215393,0.2284640520811081,0.11618790030479431,0.14844000339508057,0.2924468219280243,0.0,0.0
122.0,0.25041207671165466,0.18909986317157745,0.2281688153743744,0.1182289868593216,0.21409033238887787,0.0,0.0
123.0,0.3047749698162079,0.1637861132621765,0.1287403702735901,0.09030777961015701,0.3123907744884491,0.0,0.0
124.0,0.19181601703166962,0.19354581832885742,0.12901350855827332,0.11976080387830734,0.3658638298511505,0.0,0.0
125.0,0.20144575834274292,0.27865445613861084,0.2515407204627991,0.10519298911094666,0.16316606104373932,0.0,0.0
126.0,0.23439927399158478,0.22995682060718536,0.18875496089458466,0.11385907977819443,0.2330297976732254,0.0,0.0
127.0,0.215439572930336,0.22876879572868347,0.15028180181980133,0.1318284422159195,0.2736813724040985,0.0,0.0
128.0,0.16144223511219025,0.20270685851573944,0.20604078471660614,0.15522253513336182,0.27458760142326355,0.0,0.0
129.0,0.2252814918756485,0.18959984183311462,0.1349453181028366,0.16649727523326874,0.28367602825164795,0.0,0.0
