frame_index,timestamp,x0,y0,x1,y1,confidence
0,0.0,532.573974609375,141.88946533203125,715.296875,357.48956298828125,0.9437304735183716
1,0.041666666666666664,532.5762939453125,141.90122985839844,715.2926025390625,357.489013671875,0.9436632990837097
2,0.08333333333333333,532.8740234375,140.9937286376953,713.172607421875,359.34710693359375,0.9558404684066772
3,0.125,531.7305297851562,142.2335205078125,712.5443725585938,358.3304443359375,0.9528456330299377
4,0.16666666666666666,530.4559936523438,141.9064178466797,712.3510131835938,357.83636474609375,0.9526435732841492
5,0.20833333333333334,529.5755615234375,141.5899658203125,712.1173095703125,356.70526123046875,0.954619824886322
6,0.25,528.6135864257812,141.9534149169922,712.1005249023438,356.62750244140625,0.9485227465629578
7,0.2916666666666667,528.20458984375,142.61959838867188,711.955078125,356.3105163574219,0.9401727914810181
8,0.3333333333333333,526.8857421875,143.10601806640625,711.6861572265625,356.46044921875,0.9425906538963318
9,0.375,525.614501953125,142.60586547851562,711.635009765625,356.3716125488281,0.938634991645813
10,0.4166666666666667,525.31787109375,142.66229248046875,711.2664794921875,356.34161376953125,0.9410139918327332
11,0.4583333333333333,524.6375732421875,142.66156005859375,710.9896240234375,356.3294677734375,0.9438279867172241
12,0.5,524.85498046875,143.01815795898438,711.147705078125,356.3506164550781,0.9446494579315186
13,0.5416666666666666,524.4347534179688,142.40020751953125,711.0282592773438,356.7174072265625,0.9421637654304504
14,0.5833333333333334,524.3809814453125,142.82452392578125,711.1810302734375,356.5052490234375,0.9410777688026428
15,0.625,524.6304931640625,142.9295196533203,711.2596435546875,356.89788818359375,0.9367446303367615
16,0.6666666666666666,524.2628173828125,142.730224609375,711.0377197265625,357.00616455078125,0.9425526261329651
17,0.7083333333333334,524.376953125,140.74945068359375,711.29736328125,355.8197021484375,0.9460894465446472
18,0.75,524.1485595703125,140.5070037841797,711.640869140625,355.20330810546875,0.9525859355926514
19,0.7916666666666666,524.5927734375,138.8347930908203,711.55126953125,355.11956787109375,0.9722780585289001
20,0.8333333333333334,524.85400390625,134.70274353027344,711.28857421875,355.885986328125,0.9734362363815308
21,0.875,524.5855712890625,131.91409301757812,711.0777587890625,354.1210021972656,0.9621835947036743
22,0.9166666666666666,523.9368286132812,135.3973846435547,711.0903930664062,352.78509521484375,0.952198326587677
23,0.9583333333333334,523.6093139648438,130.26895141601562,710.2084350585938,352.1401672363281,0.9336107969284058
24,1.0,522.641845703125,128.1209716796875,709.714599609375,346.8232421875,0.9312868118286133
25,1.0416666666666667,522.8455810546875,125.665283203125,709.5296630859375,346.71356201171875,0.9395956993103027
26,1.0833333333333333,521.7587890625,123.36907958984375,708.71337890625,343.1761474609375,0.9385087490081787
27,1.125,521.3538818359375,121.56687927246094,708.6099853515625,343.4136962890625,0.9437168836593628
28,1.1666666666666667,521.1556396484375,119.78884887695312,708.250732421875,342.857666015625,0.9435779452323914
29,1.2083333333333333,521.1198120117188,119.656982421875,708.2401733398438,343.17724609375,0.9471096396446228
30,1.25,521.219970703125,119.52359008789062,708.240966796875,343.1272888183594,0.9455977082252502
31,1.2916666666666667,521.33349609375,119.17950439453125,708.2947998046875,343.73870849609375,0.9451357126235962
32,1.3333333333333333,521.6068115234375,118.28237915039062,708.0755615234375,344.44873046875,0.9475205540657043
33,1.375,520.6758422851562,117.2489013671875,708.1006469726562,343.59405517578125,0.9437998533248901
34,1.4166666666666667,520.7142333984375,116.80868530273438,707.8157958984375,342.6631774902344,0.9420515298843384
